"","Date","Contributor","Contributor ISO-3","Mission","Individual Police Male","Individual Police Female","Individual Police Total","Formed Police Units Male","Formed Police Units Female","Formed Police Units Total","Experts on Mission Male","Experts on Mission Female","Experts on Mission Total","Troops Male","Troops Female","Troops Total","Total Male","Total Female","Total Total"
"3586",2013-08-31,"Cameroon","CMR","UNAMID",0,14,14,0,0,0,0,0,0,0,0,0,0,14,14
"3587",2013-09-30,"Cameroon","CMR","UNAMID",0,14,14,0,0,0,0,0,0,0,0,0,0,14,14
"3588",2013-10-31,"Cameroon","CMR","UNAMID",0,14,14,0,0,0,0,0,0,0,0,0,0,14,14
"3589",2011-02-28,"Cameroon","CMR","MINUSTAH",13,2,15,0,0,0,0,0,0,0,0,0,13,2,15
"3590",2011-04-30,"Cameroon","CMR","MINUSTAH",15,1,16,0,0,0,0,0,0,0,0,0,15,1,16
"3591",2011-05-31,"Cameroon","CMR","MINUSTAH",15,1,16,0,0,0,0,0,0,0,0,0,15,1,16
"3592",2011-06-30,"Cameroon","CMR","MINUSTAH",15,1,16,0,0,0,0,0,0,0,0,0,15,1,16
"3593",2010-03-31,"Cameroon","CMR","MONUC",14,1,15,0,0,0,1,1,2,0,0,0,15,2,17
"3594",2010-10-31,"Cameroon","CMR","MONUSCO",12,0,12,0,0,0,3,2,5,0,0,0,15,2,17
"3595",2010-11-30,"Cameroon","CMR","MONUSCO",12,0,12,0,0,0,3,2,5,0,0,0,15,2,17
"3596",2012-12-31,"Cameroon","CMR","UNOCI",14,4,18,0,0,0,0,0,0,0,0,0,14,4,18
"3597",2013-02-28,"Cameroon","CMR","UNOCI",14,4,18,0,0,0,0,0,0,0,0,0,14,4,18
"3598",2013-01-31,"Cameroon","CMR","UNOCI",14,4,18,0,0,0,0,0,0,0,0,0,14,4,18
"3599",2013-03-31,"Cameroon","CMR","UNOCI",14,4,18,0,0,0,0,0,0,0,0,0,14,4,18
"3600",2013-04-30,"Cameroon","CMR","UNOCI",14,4,18,0,0,0,0,0,0,0,0,0,14,4,18
"3601",2011-01-31,"Cameroon","CMR","MINUSTAH",16,2,18,0,0,0,0,0,0,0,0,0,16,2,18
"3602",2010-05-31,"Cameroon","CMR","MONUC",13,0,13,0,0,0,3,2,5,0,0,0,16,2,18
"3603",2010-06-30,"Cameroon","CMR","MONUC",13,0,13,0,0,0,3,2,5,0,0,0,16,2,18
"3604",2010-07-31,"Cameroon","CMR","MONUSCO",13,0,13,0,0,0,3,2,5,0,0,0,16,2,18
"3605",2010-08-31,"Cameroon","CMR","MONUSCO",13,0,13,0,0,0,3,2,5,0,0,0,16,2,18
"3606",2012-07-31,"Cameroon","CMR","UNOCI",14,5,19,0,0,0,0,0,0,0,0,0,14,5,19
"3607",2012-08-31,"Cameroon","CMR","UNOCI",14,5,19,0,0,0,0,0,0,0,0,0,14,5,19
"3608",2012-09-30,"Cameroon","CMR","UNOCI",14,5,19,0,0,0,0,0,0,0,0,0,14,5,19
"3609",2012-10-31,"Cameroon","CMR","UNOCI",14,5,19,0,0,0,0,0,0,0,0,0,14,5,19
"3610",2012-11-30,"Cameroon","CMR","UNOCI",14,5,19,0,0,0,0,0,0,0,0,0,14,5,19
"3611",2011-04-30,"Cameroon","CMR","MONUSCO",15,5,20,0,0,0,0,0,0,0,0,0,15,5,20
"3612",2011-05-31,"Cameroon","CMR","MONUSCO",15,5,20,0,0,0,0,0,0,0,0,0,15,5,20
"3613",2011-06-30,"Cameroon","CMR","MONUSCO",15,5,20,0,0,0,0,0,0,0,0,0,15,5,20
"3614",2010-04-30,"Cameroon","CMR","MONUC",14,1,15,0,0,0,3,2,5,0,0,0,17,3,20
"3615",2013-12-31,"Cameroon","CMR","UNAMID",6,14,20,0,0,0,0,0,0,0,0,0,6,14,20
"3616",2013-11-30,"Cameroon","CMR","UNAMID",6,15,21,0,0,0,0,0,0,0,0,0,6,15,21
"3617",2013-12-31,"Cameroon","CMR","UNOCI",15,6,21,0,0,0,0,0,0,0,0,0,15,6,21
"3618",2013-06-30,"Cameroon","CMR","UNOCI",16,6,22,0,0,0,0,0,0,0,0,0,16,6,22
"3619",2013-07-31,"Cameroon","CMR","UNOCI",16,6,22,0,0,0,0,0,0,0,0,0,16,6,22
"3620",2011-11-30,"Cameroon","CMR","UNOCI",20,2,22,0,0,0,0,0,0,0,0,0,20,2,22
"3621",2011-12-31,"Cameroon","CMR","UNOCI",20,2,22,0,0,0,0,0,0,0,0,0,20,2,22
"3622",2011-01-31,"Cameroon","CMR","MONUSCO",13,4,17,0,0,0,3,2,5,0,0,0,16,6,22
"3623",2013-11-30,"Cameroon","CMR","UNOCI",16,6,22,0,0,0,0,0,0,0,0,0,16,6,22
"3624",2013-08-31,"Cameroon","CMR","UNOCI",16,6,22,0,0,0,0,0,0,0,0,0,16,6,22
"3625",2013-09-30,"Cameroon","CMR","UNOCI",16,6,22,0,0,0,0,0,0,0,0,0,16,6,22
"3626",2013-10-31,"Cameroon","CMR","UNOCI",16,6,22,0,0,0,0,0,0,0,0,0,16,6,22
"3627",2011-10-31,"Cameroon","CMR","UNOCI",21,2,23,0,0,0,0,0,0,0,0,0,21,2,23
"3628",2013-03-31,"Cameroon","CMR","MONUSCO",22,1,23,0,0,0,0,0,0,0,0,0,22,1,23
"3629",2011-03-31,"Cameroon","CMR","MONUSCO",15,5,20,0,0,0,3,0,3,0,0,0,18,5,23
"3630",2013-05-31,"Cameroon","CMR","UNOCI",17,7,24,0,0,0,0,0,0,0,0,0,17,7,24
"3631",2013-02-28,"Cameroon","CMR","MONUSCO",23,1,24,0,0,0,0,0,0,0,0,0,23,1,24
"3632",2011-09-30,"Cameroon","CMR","MONUSCO",14,5,19,0,0,0,4,1,5,0,0,0,18,6,24
"3633",2011-09-30,"Cameroon","CMR","MINUSTAH",22,3,25,0,0,0,0,0,0,0,0,0,22,3,25
"3634",2011-10-31,"Cameroon","CMR","MINUSTAH",22,3,25,0,0,0,0,0,0,0,0,0,22,3,25
"3635",2011-11-30,"Cameroon","CMR","MINUSTAH",22,3,25,0,0,0,0,0,0,0,0,0,22,3,25
"3636",2011-07-31,"Cameroon","CMR","MONUSCO",15,5,20,0,0,0,4,1,5,0,0,0,19,6,25
"3637",2011-08-31,"Cameroon","CMR","MONUSCO",15,5,20,0,0,0,4,1,5,0,0,0,19,6,25
"3638",2011-07-31,"Cameroon","CMR","MINUSTAH",23,3,26,0,0,0,0,0,0,0,0,0,23,3,26
"3639",2011-08-31,"Cameroon","CMR","MINUSTAH",23,3,26,0,0,0,0,0,0,0,0,0,23,3,26
"3640",2011-02-28,"Cameroon","CMR","MONUSCO",17,5,22,0,0,0,3,1,4,0,0,0,20,6,26
"3641",2011-09-30,"Cameroon","CMR","UNOCI",25,2,27,0,0,0,0,0,0,0,0,0,25,2,27
"3642",2010-12-31,"Cameroon","CMR","MONUSCO",18,4,22,0,0,0,3,2,5,0,0,0,21,6,27
"3643",2013-06-30,"Cameroon","CMR","MONUSCO",22,1,23,0,0,0,4,1,5,0,0,0,26,2,28
"3644",2013-07-31,"Cameroon","CMR","MONUSCO",22,1,23,0,0,0,4,1,5,0,0,0,26,2,28
"3645",2013-01-31,"Cameroon","CMR","MONUSCO",26,2,28,0,0,0,0,0,0,0,0,0,26,2,28
"3646",2013-11-30,"Cameroon","CMR","MONUSCO",21,2,23,0,0,0,4,1,5,0,0,0,25,3,28
"3647",2013-10-31,"Cameroon","CMR","MONUSCO",21,2,23,0,0,0,4,1,5,0,0,0,25,3,28
"3648",2013-08-31,"Cameroon","CMR","MONUSCO",22,1,23,0,0,0,4,1,5,0,0,0,26,2,28
"3649",2010-02-28,"Cameroon","CMR","MONUC",23,2,25,0,0,0,3,1,4,0,0,0,26,3,29
"3650",2013-05-31,"Cameroon","CMR","MONUSCO",24,1,25,0,0,0,4,1,5,0,0,0,28,2,30
"3651",2013-04-30,"Cameroon","CMR","MONUSCO",24,1,25,0,0,0,4,1,5,0,0,0,28,2,30
"3652",2013-09-30,"Cameroon","CMR","MONUSCO",24,1,25,0,0,0,4,1,5,0,0,0,28,2,30
"3653",2011-10-31,"Cameroon","CMR","MONUSCO",21,5,26,0,0,0,4,1,5,0,0,0,25,6,31
"3654",2011-11-30,"Cameroon","CMR","MONUSCO",21,5,26,0,0,0,4,1,5,0,0,0,25,6,31
"3655",2011-12-31,"Cameroon","CMR","MONUSCO",21,5,26,0,0,0,4,1,5,0,0,0,25,6,31
"3656",2012-01-31,"Cameroon","CMR","MONUSCO",21,5,26,0,0,0,4,1,5,0,0,0,25,6,31
"3657",2013-12-31,"Cameroon","CMR","MONUSCO",24,2,26,0,0,0,4,1,5,0,0,0,28,3,31
"3658",2012-06-30,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,0,0,0,0,0,0,0,32,32
"3659",2012-07-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,0,0,0,0,0,0,0,32,32
"3660",2012-09-30,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,0,0,0,0,0,0,0,32,32
"3661",2012-10-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,0,0,0,0,0,0,0,32,32
"3662",2012-11-30,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,0,0,0,0,0,0,0,32,32
"3663",2012-08-31,"Cameroon","CMR","UNAMID",32,0,32,0,0,0,0,0,0,0,0,0,32,0,32
"3664",2009-12-31,"Cameroon","CMR","MONUC",26,2,28,0,0,0,2,2,4,0,0,0,28,4,32
"3665",2010-01-31,"Cameroon","CMR","MONUC",26,2,28,0,0,0,3,1,4,0,0,0,29,3,32
"3666",2012-02-28,"Cameroon","CMR","MONUSCO",22,5,27,0,0,0,4,1,5,0,0,0,26,6,32
"3667",2011-05-31,"Cameroon","CMR","UNOCI",30,3,33,0,0,0,0,0,0,0,0,0,30,3,33
"3668",2012-05-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,1,0,1,0,0,0,1,32,33
"3669",2009-11-30,"Cameroon","CMR","MONUC",26,2,28,0,0,0,3,2,5,0,0,0,29,4,33
"3670",2012-03-31,"Cameroon","CMR","MONUSCO",23,5,28,0,0,0,4,1,5,0,0,0,27,6,33
"3671",2012-04-30,"Cameroon","CMR","MONUSCO",23,5,28,0,0,0,4,1,5,0,0,0,27,6,33
"3672",2011-06-30,"Cameroon","CMR","UNOCI",31,3,34,0,0,0,0,0,0,0,0,0,31,3,34
"3673",2011-07-31,"Cameroon","CMR","UNOCI",31,3,34,0,0,0,0,0,0,0,0,0,31,3,34
"3674",2011-08-31,"Cameroon","CMR","UNOCI",31,3,34,0,0,0,0,0,0,0,0,0,31,3,34
"3675",2012-04-30,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,0,2,0,0,0,2,32,34
"3676",2012-01-31,"Cameroon","CMR","MINUSTAH",31,4,35,0,0,0,0,0,0,0,0,0,31,4,35
"3677",2012-02-28,"Cameroon","CMR","MINUSTAH",31,4,35,0,0,0,0,0,0,0,0,0,31,4,35
"3678",2012-03-31,"Cameroon","CMR","MINUSTAH",31,4,35,0,0,0,0,0,0,0,0,0,31,4,35
"3679",2012-04-30,"Cameroon","CMR","MINUSTAH",31,4,35,0,0,0,0,0,0,0,0,0,31,4,35
"3680",2012-05-31,"Cameroon","CMR","MINUSTAH",31,4,35,0,0,0,0,0,0,0,0,0,31,4,35
"3681",2012-06-30,"Cameroon","CMR","MINUSTAH",31,4,35,0,0,0,0,0,0,0,0,0,31,4,35
"3682",2012-07-31,"Cameroon","CMR","MINUSTAH",31,4,35,0,0,0,0,0,0,0,0,0,31,4,35
"3683",2010-09-30,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3684",2010-10-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3685",2010-11-30,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3686",2010-12-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3687",2011-01-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3688",2011-02-28,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3689",2011-03-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3690",2011-04-30,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3691",2011-05-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3692",2011-06-30,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3693",2011-07-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3694",2011-08-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3695",2011-09-30,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3696",2011-10-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3697",2011-11-30,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3698",2011-12-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3699",2012-01-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3700",2012-02-28,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3701",2012-03-31,"Cameroon","CMR","UNAMID",0,32,32,0,0,0,2,1,3,0,0,0,2,33,35
"3702",2012-12-31,"Cameroon","CMR","MONUSCO",28,2,30,0,0,0,4,1,5,0,0,0,32,3,35
"3703",2013-12-31,"Cameroon","CMR","MINUSTAH",30,5,35,0,0,0,0,0,0,0,0,0,30,5,35
"3704",2013-11-30,"Cameroon","CMR","MINUSTAH",31,4,35,0,0,0,0,0,0,0,0,0,31,4,35
"3705",2013-09-30,"Cameroon","CMR","MINUSTAH",31,4,35,0,0,0,0,0,0,0,0,0,31,4,35
"3706",2013-10-31,"Cameroon","CMR","MINUSTAH",31,4,35,0,0,0,0,0,0,0,0,0,31,4,35
"3707",2009-11-30,"Cameroon","CMR","UNOCI",30,6,36,0,0,0,0,0,0,0,0,0,30,6,36
"3708",2011-12-31,"Cameroon","CMR","MINUSTAH",32,4,36,0,0,0,0,0,0,0,0,0,32,4,36
"3709",2013-08-31,"Cameroon","CMR","MINUSTAH",32,4,36,0,0,0,0,0,0,0,0,0,32,4,36
"3710",2013-07-31,"Cameroon","CMR","MINUSTAH",33,4,37,0,0,0,0,0,0,0,0,0,33,4,37
"3711",2013-05-31,"Cameroon","CMR","MINUSTAH",35,4,39,0,0,0,0,0,0,0,0,0,35,4,39
"3712",2013-06-30,"Cameroon","CMR","MINUSTAH",35,4,39,0,0,0,0,0,0,0,0,0,35,4,39
"3713",2013-04-30,"Cameroon","CMR","MINUSTAH",35,4,39,0,0,0,0,0,0,0,0,0,35,4,39
"3714",2012-05-31,"Cameroon","CMR","MONUSCO",28,6,34,0,0,0,4,1,5,0,0,0,32,7,39
"3715",2012-06-30,"Cameroon","CMR","MONUSCO",28,6,34,0,0,0,4,1,5,0,0,0,32,7,39
"3716",2012-07-31,"Cameroon","CMR","MONUSCO",28,6,34,0,0,0,4,1,5,0,0,0,32,7,39
"3717",2011-03-31,"Cameroon","CMR","UNOCI",37,4,41,0,0,0,0,0,0,0,0,0,37,4,41
"3718",2011-04-30,"Cameroon","CMR","UNOCI",37,4,41,0,0,0,0,0,0,0,0,0,37,4,41
"3719",2013-02-28,"Cameroon","CMR","MINUSTAH",39,4,43,0,0,0,0,0,0,0,0,0,39,4,43
"3720",2013-01-31,"Cameroon","CMR","MINUSTAH",39,4,43,0,0,0,0,0,0,0,0,0,39,4,43
"3721",2013-03-31,"Cameroon","CMR","MINUSTAH",39,4,43,0,0,0,0,0,0,0,0,0,39,4,43
"3722",2012-08-31,"Cameroon","CMR","MONUSCO",32,6,38,0,0,0,4,1,5,0,0,0,36,7,43
"3723",2012-09-30,"Cameroon","CMR","MONUSCO",32,6,38,0,0,0,4,1,5,0,0,0,36,7,43
"3724",2012-10-31,"Cameroon","CMR","MONUSCO",32,6,38,0,0,0,4,1,5,0,0,0,36,7,43
"3725",2012-11-30,"Cameroon","CMR","MONUSCO",32,6,38,0,0,0,4,1,5,0,0,0,36,7,43
"3726",2010-04-30,"Cameroon","CMR","UNAMID",42,2,44,0,0,0,2,1,3,0,0,0,44,3,47
"3727",2010-05-31,"Cameroon","CMR","UNAMID",42,2,44,0,0,0,2,1,3,0,0,0,44,3,47
"3728",2010-06-30,"Cameroon","CMR","UNAMID",42,2,44,0,0,0,2,1,3,0,0,0,44,3,47
"3729",2010-07-31,"Cameroon","CMR","UNAMID",42,2,44,0,0,0,2,1,3,0,0,0,44,3,47
"3730",2010-08-31,"Cameroon","CMR","UNAMID",42,2,44,0,0,0,2,1,3,0,0,0,44,3,47
"3731",2010-03-31,"Cameroon","CMR","UNAMID",42,2,44,0,0,0,3,0,3,0,0,0,45,2,47
"3732",2010-12-31,"Cameroon","CMR","UNOCI",43,5,48,0,0,0,0,0,0,0,0,0,43,5,48
"3733",2011-01-31,"Cameroon","CMR","UNOCI",43,5,48,0,0,0,0,0,0,0,0,0,43,5,48
"3734",2011-02-28,"Cameroon","CMR","UNOCI",43,5,48,0,0,0,0,0,0,0,0,0,43,5,48
"3735",2010-02-28,"Cameroon","CMR","UNOCI",45,3,48,0,0,0,0,0,0,0,0,0,45,3,48
"3736",2010-02-28,"Cameroon","CMR","UNAMID",42,2,44,0,0,0,4,0,4,0,0,0,46,2,48
"3737",2009-12-31,"Cameroon","CMR","UNOCI",45,4,49,0,0,0,0,0,0,0,0,0,45,4,49
"3738",2010-01-31,"Cameroon","CMR","UNOCI",45,4,49,0,0,0,0,0,0,0,0,0,45,4,49
"3739",2010-07-31,"Cameroon","CMR","UNOCI",46,3,49,0,0,0,0,0,0,0,0,0,46,3,49
"3740",2010-08-31,"Cameroon","CMR","UNOCI",46,3,49,0,0,0,0,0,0,0,0,0,46,3,49
"3741",2010-09-30,"Cameroon","CMR","UNOCI",46,3,49,0,0,0,0,0,0,0,0,0,46,3,49
"3742",2010-10-31,"Cameroon","CMR","UNOCI",46,3,49,0,0,0,0,0,0,0,0,0,46,3,49
"3743",2009-11-30,"Cameroon","CMR","UNAMID",42,2,44,0,0,0,5,0,5,0,0,0,47,2,49
"3744",2009-12-31,"Cameroon","CMR","UNAMID",42,2,44,0,0,0,5,0,5,0,0,0,47,2,49
"3745",2010-01-31,"Cameroon","CMR","UNAMID",42,2,44,0,0,0,5,0,5,0,0,0,47,2,49
"3746",2010-11-30,"Cameroon","CMR","UNOCI",46,4,50,0,0,0,0,0,0,0,0,0,46,4,50
"3747",2010-03-31,"Cameroon","CMR","UNOCI",47,3,50,0,0,0,0,0,0,0,0,0,47,3,50
"3748",2010-04-30,"Cameroon","CMR","UNOCI",47,3,50,0,0,0,0,0,0,0,0,0,47,3,50
"3749",2010-05-31,"Cameroon","CMR","UNOCI",47,3,50,0,0,0,0,0,0,0,0,0,47,3,50
"3750",2010-06-30,"Cameroon","CMR","UNOCI",47,3,50,0,0,0,0,0,0,0,0,0,47,3,50
"3751",2012-12-31,"Cameroon","CMR","MINUSTAH",48,5,53,0,0,0,0,0,0,0,0,0,48,5,53
"3752",2012-11-30,"Cameroon","CMR","MINUSTAH",49,5,54,0,0,0,0,0,0,0,0,0,49,5,54
"3753",2012-10-31,"Cameroon","CMR","MINUSTAH",50,5,55,0,0,0,0,0,0,0,0,0,50,5,55
"3754",2012-08-31,"Cameroon","CMR","MINUSTAH",51,5,56,0,0,0,0,0,0,0,0,0,51,5,56
"3755",2012-09-30,"Cameroon","CMR","MINUSTAH",51,5,56,0,0,0,0,0,0,0,0,0,51,5,56
"3756",2013-05-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3757",2013-06-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3758",2013-07-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3759",2009-11-30,"Canada","CAN","UNAMA",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"3760",2009-12-31,"Canada","CAN","UNAMA",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"3761",2010-01-31,"Canada","CAN","UNAMA",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"3762",2010-02-28,"Canada","CAN","UNAMA",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"3763",2010-03-31,"Canada","CAN","UNAMA",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"3764",2010-04-30,"Canada","CAN","UNAMA",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"3765",2009-11-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3766",2009-12-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3767",2010-01-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3768",2010-02-28,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3769",2010-03-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3770",2010-04-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3771",2010-05-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3772",2010-06-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3773",2010-07-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3774",2010-08-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3775",2010-09-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3776",2010-10-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3777",2010-11-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3778",2010-12-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3779",2011-01-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3780",2011-02-28,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3781",2011-03-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3782",2011-04-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3783",2011-05-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3784",2011-07-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3785",2011-08-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3786",2011-09-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3787",2011-10-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3788",2011-11-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3789",2011-12-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3790",2012-01-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3791",2012-02-28,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3792",2012-03-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3793",2012-04-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3794",2012-05-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3795",2012-06-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3796",2012-08-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3797",2012-09-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3798",2012-10-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3799",2012-11-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3800",2012-12-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3801",2013-02-28,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3802",2013-01-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3803",2013-03-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3804",2013-04-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3805",2013-11-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3806",2013-08-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3807",2013-09-30,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3808",2013-10-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3809",2013-12-31,"Canada","CAN","UNFICYP",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"3810",2013-08-31,"Canada","CAN","MINUSMA",0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"3811",2011-04-30,"Canada","CAN","UNAMID",1,1,2,0,0,0,0,0,0,0,0,0,1,1,2
"3812",2011-05-31,"Canada","CAN","UNAMID",1,1,2,0,0,0,0,0,0,0,0,0,1,1,2
"3813",2009-11-30,"Canada","CAN","UNDOF",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
"3814",2009-12-31,"Canada","CAN","UNDOF",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
"3815",2010-01-31,"Canada","CAN","UNDOF",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
"3816",2010-02-28,"Canada","CAN","UNDOF",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
"3817",2010-03-31,"Canada","CAN","UNDOF",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
"3818",2010-04-30,"Canada","CAN","UNDOF",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
"3819",2010-05-31,"Canada","CAN","UNDOF",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
"3820",2010-06-30,"Canada","CAN","UNDOF",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
"3821",2010-07-31,"Canada","CAN","UNDOF",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
"3822",2010-08-31,"Canada","CAN","UNDOF",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
"3823",2010-09-30,"Canada","CAN","UNDOF",0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
